Data Source,World Development Indicators,,,,,,
,,,,,,,
Last Updated Date,7/1/2025,,,,,,
,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,2020,2021,2022,2023
South Asia,SAS,GDP per capita (current US$),NY.GDP.PCAP.CD,1957.203437,2273.720558,2385.083416,2532.375601
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,24338.83073,31920.76537,38510.22762,36156.84834
Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,577.7952271,712.1220093,1046.240845,797.2834473
Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1461.087204,1598.10677,1574.028106,1698.033873
Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,61410.07926,80056.12882,90299.06946,85412.23035
Solomon Islands,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,2063.331015,1996.869768,2005.413993,2076.107688
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,845.9829143,886.1929391,860.7745909,757.8486806
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,3997.192796,4642.607431,5074.602102,5365.444914
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,44426.64634,54168.98283,54264.5705,
Somalia,SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,518.1847785,549.1147427,573.1280925,597.4588546
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,8098.709557,9680.527981,10022.96885,12281.50585
Sub-Saharan Africa (excluding high income),SSA,GDP per capita (current US$),NY.GDP.PCAP.CD,1544.441121,1700.421999,1772.655354,1614.139025
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,
Sub-Saharan Africa,SSF,GDP per capita (current US$),NY.GDP.PCAP.CD,1480.478642,1621.10097,1696.439993,1580.787928
Small states,SST,GDP per capita (current US$),NY.GDP.PCAP.CD,10699.29117,12369.06398,13598.1108,14222.96605
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,2167.220018,2362.588272,2389.737298,2940.933529
Suriname,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,4755.392217,5029.848385,6084.438767,5494.074094
Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,19735.48583,22132.4483,21334.6011,24673.5483
